name,degrees,description,speciality,qualification,vinmec_site,price_local,price_foreigner
Nguyễn Chí Quang,Bác sĩ chuyên khoa II,"BSCKII Nguyễn Chí Quang là bác sĩ giàu kinh nghiệm trong lĩnh vực Sản phụ khoa, đặc biệt có thế mạnh trong điều trị phẫu thuật sản khoa như nhau tiền đạo, nhau cài răng lược; phẫu thuật nội soi các bệnh lý phụ khoa như u xơ tử cung, u buồng trứng, polyp lòng tử cung, dính lòng tử cung nội soi đặt mảnh ghép điều trị sa tử cung bàng quang, ung thư phụ khoa
BS Nguyễn Chí Quang nguyên là bác sĩ Sản phụ khoa tại BV Nhân dân Gia Định, Bệnh viện Hùng Vương, Bệnh viện Từ Dũ, Giảng viên bộ môn Sản phụ khoa Đại học Y dược TP. HCM.
BS Nguyễn Chí Quang nhận bằng BSCKI năm 2010, BSCKII năm 2020. Ông cũng nhận Giải nhì Hội nghị khoa học tuổi trẻ 2010 với đề tài ""Đánh giá hiệu quả của mũi khâu vòng trong điều trị thai ngoài tử cung đoạn kẽ"".
BSCKII Nguyễn Chí Quang hiện đang là Trưởng khoa Sản phụ khoa, Bệnh viện ĐKQT Vinmec Central Park.",Sản phụ khoa,"2007: Tốt nghiệp Bác sĩ đa khoa tại Đại học Y Dược TP. Hồ Chí Minh
2010: Tốt nghiệp Bác sĩ nội trú, bác sĩ CKI tại Đại học Y Dược TP. Hồ Chí Minh
2010: Đạt giải Nhì Hội nghị Khoa học tuổi trẻ toàn Thành phố Hồ Chí Minh và là báo cáo viên tại Hội nghị Phẫu thuật nội soi châu Á Thái Bình Dương 2010
2010 - 2017: Giảng viên bộ môn Sản tại Đại học Y Dược TP. Hồ Chí Minh
2020: Tốt nghiệp BSCK II",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Phan Diễm Đoan Ngọc,"Thạc sĩ, Bác sĩ chuyên khoa II","Được đào tạo bài bản trong và ngoài nước, Thạc sĩ. BSCKII Phan Diễm Đoan Ngọc luôn mong muốn được đồng hành cùng chị em phụ nữ trong việc chăm sóc sức khỏe sinh sản, mang thai, sinh nở. Là bác sĩ và cũng là một người mẹ, sự chuyên nghiệp cũng như cảm thông, thấu hiểu là những yếu tố được Thạc sĩ, Bác sĩ Phan Diễm Đoan Ngọc quan tâm, hy vọng mang đến những trải nghiệm và sự hài lòng tối đa cho quý khách hàng và thai phụ.
Thạc sĩ. BSCKII Bác sĩ Phan Diễm Đoan Ngọc đang giữ chức vụ là Bác sĩ Sản phụ khoa công tác tại Bệnh viện Đa khoa Quốc tế Vinmec Central Park.","Sản phụ khoa, Khoa Phụ","2023 - 2025: Tốt nghiệp Bác sĩ Chuyên khoa II, Đại học Y Dược TP.HCM
2021: Chứng chỉ “Tư vấn và các thủ thuật trong chẩn đoán tiền sản” cấp bởi Bệnh viện Từ Dũ
2020: Chứng chỉ “Soi cổ tử cung” cấp bởi Bệnh viện Từ Dũ
07/2019 - 09/2019: Tu nghiệp tại Bệnh viện Royal North Shore Hospital - Sydney - Úc theo quỹ học bổng Hocmai Foundation 
2016: Chứng chỉ “Kiến thức và kỹ năng cơ bản về bệnh lý Sàn chậu” cấp bởi Bệnh viện Từ Dũ
2012 - 2015: Học Bác sĩ nội trú chuyên ngành Sản phụ khoa tại Đại học Y Dược TP Hồ Chí Minh
2015: Tốt nghiệp Thạc sĩ, Bác sĩ chuyên khoa 1, Bác sĩ nội trú chuyên ngành Sản phụ khoa tại Đại học Y Dược TP Hồ Chí Minh
2012: Chứng chỉ “Siêu âm sản phụ khoa” cấp bởi Đại học Y Phạm Ngọc Thạch 
2005 - 2011: Học Bác sĩ đa khoa tại Đại học Y Dược TP Hồ Chí Minh",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Nguyễn Thị Hương Xuân,"Bác sĩ chuyên khoa II, Bác sĩ nội trú","Bác sĩ chuyên khoa II Nguyễn Thị Hương Xuân có nhiều năm kinh nghiệm trong lĩnh vực sản phụ khoa, đặc biệt có thế mạnh trong việc điều trị khám và điều trị các bệnh phụ khoa và vú.
Bác sĩ Là giảng viên khoa Sản phụ khoa Đại học Y Dược Thành phố Hồ Chí Minh, tốt nghiệp bác sĩ nội trú, bác sĩ chuyên khoa II tại Đại học Y Dược Thành phố Hồ Chí Minh. BS Nguyễn Thị Hương Xuân được đào tạo bài bản và có thế mạnh ở các lĩnh vực: Khám và điều trị các bệnh phụ khoa và vú: Viêm nhiễm phụ khoa, u xơ tử cung, u nang buồng trứng, các bệnh lí vùng chậu, tầm soát và điều trị các bệnh lí tuyến vú…; Theo dõi thai kì và các bệnh lí liên quan đến thai: chăm sóc thai thường qui, các thai kì nguy cơ cao, tư vấn các trường hợp thai bất thường…; Thực hiện các thủ thuật trong sản khoa: chọc ối, sinh thiết gai nhau, lấy máu cuống rốn…; Thực hiện các thủ thuật trong phụ khoa và kế hoạch hóa gia đình: may thẩm mỹ tầng sinh môn, cấy que cấy ngừa thai, đặt dụng cụ tử cung ngừa thai, soi cổ tử cung trong tầm soát ung thư cổ tử cung…; Thực hiện các phẫu thuật trong sản phụ khoa: mổ lấy thai ( con so, vết mổ cũ, nhau tiền đạo, …), mổ bóc nhân xơ tử cung, bóc u nang buồng trứng, cắt tử cung…; Thực hiện các phẫu thuật nội soi nâng cao: thai ngoài tử cung, u xơ tử cung, u nang buồng trứng, nội soi buồng tử cung điều trị u xơ tử cung, polyp lòng tửi cung, nội soi cắt tử cung điều trị các bệnh lí phụ khoa…
Bác sĩ chuyên khoa II Nguyễn Thị Hương Xuân hiện là Bác sĩ Sản phụ khoa - Vú tại Bệnh viện Đa khoa Quốc Tế Vinmec Central Park",Sản phụ khoa,"2002 - 2008: Bác sĩ đa khoa, Đại học Y Dược thành phố Hồ Chí Minh 
2008 - 2011: Bác sĩ nội trú và bác sĩ chuyên khoa I, Đại học Y Dược thành phố Hồ Chí Minh 
2019 - 2021: Bác sỹ chuyên khoa I, Đại học Y Dược thành phố Hồ Chí Minh",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Nguyễn Sỹ Quảng,"Bác sĩ nội trú, Bác sĩ chuyên khoa I","Thạc sĩ bác sĩ BSNT.CK1 Nguyễn Sỹ Quảng có nhiều năm kinh nghiệm trong lĩnh vực Sản phụ khoa.
Ông tốt nghiệp bác sĩ đa khoa tại Đại học Y dược TPHCM, sau đó tiếp tục chương trình bác sĩ nội trú chuyên ngành sản phụ khoa của Đại học Y dược TPHCM. Ông được đào tạo bài bản về sản phụ khoa tại các bệnh viện phụ sản lớn của TPHCM như Từ Dũ, Hùng Vương.
Ông nhận được các chứng chỉ về sản phụ khoa như phẫu thuật nội soi cơ bản, phẫu thuật nội soi nâng cao cắt tử cung, các bệnh lý sàn chậu, cấy que tránh thai, đặt vòng Mirena, soi cổ tử cung, các chứng chỉ về tiền sản, siêu âm trong sản phụ khoa…
Hiện nay, bác sĩ nội trú Nguyễn Sỹ Quảng là bác sĩ Sản phụ khoa, khoa Sản phụ khoa, Bệnh viện ĐKQT Vinmec Central Park.","Sản phụ khoa, Khoa Phụ","2015: Tốt nghiệp Bác sĩ tại Đại học Y Dược TP. Hồ Chí Minh

2015 - 2018: Bác sĩ nội trú chuyên ngành Sản phụ khoa tại Đại học Y Dược TP. Hồ Chí Minh
2019 - 2020: Đào tạo chuyên sâu về Sản phụ khoa tại Bệnh viện Từ Dũ",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Hồ Huỳnh Nhung,"Thạc sĩ, Bác sĩ chuyên khoa I","ThS.BS Hồ Huỳnh Nhung xuất thân là bác sĩ nội trú tốt nghiệp loại giỏi tại Đại học y dược TP.HCM. Trong nhiều năm công tác tại bệnh viện Từ Dũ, bác sĩ Nhung có kinh nghiệm trong chăm sóc và quản lý thai kỳ, đặc biệt tư vấn và thực hiện các thủ thuật đặc biệt trong chẩn đoán và điều trị tiền sản như chọc ối, sinh thiết gai nhau, lấy máu cuống rốn, truyền ối.. Bác sĩ Nhung cũng thực hiện thành thạo các phẫu thuật sản khoa và phẫu thuật  nội soi các bệnh lý phụ khoa.",Sản phụ khoa,"9/2011: Tốt nghiệp Bác sĩ đa khoa tại Đại học Y Dược TP.HCM
2012 - 2015: Bác sĩ nội trú chuyên ngành Sản phụ khoa tại Đại học Y Dược TP.HCM
9/2015: Thạc sĩ, bác sĩ chuyên khoa cấp 1 tại Đại học Y Dược TP. HCM
2015 - 2025: Tham gia các khóa đào tạo về chứng chỉ siêu âm phụ khoa, soi cổ tử cung, thủ thuật trong chẩn đoán tiền sản...",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Nguyễn Thị Minh Tuyết,Bác sĩ chuyên khoa II,"Bác sĩ chuyên khoa II Nguyễn Thị Minh Tuyết đã cống hiến nhiều năm trong lĩnh vực Sản phụ khoa.
Bác sĩ Tuyết nhận bằng Bác sĩ Chuyên khoa II vào năm 2008 tại Đại học Y dược Thành phố Hồ Chí Minh. Với 36 năm cống hiến cho ngành y, bác sĩ Tuyết được ghi nhận công lao và tin tưởng năng lực khi đảm nhận nhiều vai trò chủ chốt tại các đơn vị y tế trong nước như Trưởng khoa Hậu Sản - Bệnh viện Từ Dũ, Trưởng khoa Phụ - Bệnh viện Từ Dũ, Trưởng khoa Cấp cứu - Bệnh viện Từ Dũ, Phó phòng Kế Hoạch Tổng Hợp - Bệnh viện Từ Dũ. Bà cũng là thành viên kì cựu và tích cực của Hội Nội Tiết Và Sinh Sản Thành phố Hồ Chí Minh ( HOSREM).
Hiện nay, Bác sĩ chuyên khoa II Nguyễn Thị Minh Tuyết đang giữ chức vụ Bác sĩ Sản phụ khoa - Khoa Sản phụ khoa - Bệnh viện Đa khoa Quốc tế Vinmec Central Park.","Sản phụ khoa, Khoa Phụ","Năm 1985: Tốt nghiệp Đại học Y dược Thành phố Hồ Chí Minh
Năm 2000: Tốt nghiệp Chuyên khoa 1 Đại học Y dược Thành phố Hồ Chí Minh
Năm 2008: Tốt nghiệp Chuyên khoa 2 Đại học Y dược Thành phố Hồ Chí Minh",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Châu Thị Thuý,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Trịnh Nhật Thư Hương,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Văn Bội Ngọc,Thạc sĩ,"ThS. BS Văn Bội Ngọc đã có nhiều năm kinh nghiệm trong lĩnh vực Tai mũi họng.
Hiện tại, ThS. BS Văn Bội Ngọc đang giữ chức vụ là Bác sĩ Tai mũi họng - Bệnh viện Đa khoa Quốc tế Vinmec Central Park.",Tai - Mũi - Họng,"2011 - 2017: Bác sĩ đa khoa tại Đại học Y Dược TP HCM
2017 - 2018: Định hướng chuyên khoa Tai Mũi Họng, Đại học Y Dược TP HCM
2018 - 2020: Thạc sĩ Tai Mũi Họng, Đại học Y Dược TP HCM
2019: Nội soi chẩn đoán bệnh lý Tai Mũi Họng, ĐH Y Dược TP HCM, Kỹ thuật thính học, ĐH Y Dược TP HCM
2020: Tốt nghiệp thạc sĩ Tai Mũi Họng",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Nguyễn Thị Thúy An,"Thạc sĩ, Bác sĩ chuyên khoa II","ThS. BSCK II Nguyễn Thị Thúy An đã có nhiều năm kinh nghiệm trong lĩnh vực Tai mũi họng.
Hiện tại, ThS. BSCK II Nguyễn Thị Thúy An đang giữ chức vụ là bác sĩ Tai mũi họng tại khoa Khám bệnh & Nội khoa - Bệnh viện Đa khoa Quốc tế Vinmec Central Park.",Tai - Mũi - Họng,"2007 - 2013: Bác sĩ đa khoa, Đại học Y Dược TP. Hồ Chí Minh


2014 - 2017: Bác sĩ nội trú chuyên ngành Tai - Mũi - Họng; Thạc sĩ y khoa chuyên ngành Tai - Mũi - Họng; Bác sĩ chuyên khoa I ngành Tai - Mũi - Họng; chứng chỉ Nội soi chẩn đoán bệnh lý Tai - Mũi - Họng tại Đại học Y Dược TP. Hồ Chí Minh


2019 - 2021: Đang theo học chuyên khoa II Tai - Mũi - Họng tại Đại học Y Dược TP. Hồ Chí Minh",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Đặng Thị Thuỳ Trang,"Thạc sĩ, Bác sĩ chuyên khoa II","ThS. BSCK II Đặng Thị Thùy Trang đã có nhiều năm kinh nghiệm trong lĩnh vực Tai mũi họng. Trước khi gia nhập Vinmec bác sĩ từng công tác tại nhiều bệnh viện như: Bệnh viện Trà Vinh, Bệnh viện An Bình và Bệnh viện Tai - Mũi - Họng Sài Gòn.
Hiện tại, ThS. BSCK II Đặng Thị Thùy Trang đang giữ chức vụ là Trưởng khoa Tai mũi họng - Bệnh viện Đa khoa Quốc tế Vinmec Central Park",Tai - Mũi - Họng,"2001 - 2002: Định hướng chuyên khoa Tai - Mũi - Họng, Đại học Y khoa Phạm Ngọc Thạch


2006: Sơ bộ Tai - Mũi - Họng - Đại học Y Dược TP. Hồ Chí Minh


2007: Phẫu thuật tai cơ bản tại Đại học Y Dược TP. Hồ Chí Minh


2007: Phẫu tích xương thái dương tại Đại học Y khoa Phạm Ngọc Thạch


2006 - 2008: Học Cao học Tai - Mũi - Họng - Đại học Y Dược TP. Hồ Chí Minh


2008: Tham gia khóa “Phẫu tích xương thái dương” do đoàn Rei Việt Nam tổ chức 


2014: Temporal Bone Dissection and Basic Audiology Course tại Philippines 


2014: Tham gia khóa học “Tai mũi họng và ngoại thần kinh” do Đại học Y khoa Phạm Ngọc Thạch và Đại học North Carolina, Hoa Kỳ tổ chức


2015: Chứng nhận khóa học về “Sleep Medicine” do Hội Hô hấp Việt Nam 


2016: Tham gia khóa học “Transoral surgery for head and neck cancer” tại Bệnh viện Tai - Mũi - Họng thành phố


2017: Nhận chứng chỉ State of the art management of urticaria and allergic upper airways diseases  tại TP Hồ Chí Minh


2017: Tham gia khóa học “Cập nhật kiến thức về điều trị viêm mũi dị ứng - Vai trò của PAF trong bệnh lý dị ứng” của Bệnh viện Tai - Mũi - Họng Trung Ương


2017: Nhận chứng chỉ “Điều trị mề đay, dị ứng đường hô hấp trên” do Hội Y học TP. Hồ Chí Minh cấp


2017: Tham gia khóa học “Chẩn đoán và xử trí chấn thương thanh khí quản - Điều trị sẹo hẹp thanh khí quản”  tại Bệnh viện Chợ Rẫy


2015 - 2017: Được đào tạo lên Bác sĩ chuyên khoa cấp 2 Tai mũi họng - Đại học Y khoa Phạm Ngọc Thạch",Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Mã Nghi Hải,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Nguyễn Hữu Dũng,,,,,Bệnh viện ĐKQT Vinmec Central Park,1800000,1800000
Võ Thanh An,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Huỳnh Vĩ Sơn,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Lê QuangVinh,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Nguyễn Khắc Sơn,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Võ Nguyễn Thúy Uyên,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Lê Bội Ngọc,,,,,Bệnh viện ĐKQT Vinmec Central Park,345000,345000
Trần Cẩm Thùy,Thạc sĩ,"Chuyên gia Tâm lý, Thạc sĩ Trần Cẩm Thuỳ, tốt nghiệp xuất sắc Cử nhân Tâm lý học từ Đại học La Habana (Cuba) và có bằng Thạc sĩ Tâm lý học Lâm sàng và Tâm bệnh học từ Đại học Tự Do Brussels (UFB/ULB), Vương quốc Bỉ.
Với hơn 20 năm kinh nghiệm trong ngành tâm lý học, Thạc sĩ Trần Cẩm Thuỳ chuyên trị liệu cho người lớn và trẻ thanh thiếu niên đối diện với các vấn đề tâm lý như rối loạn lo âu, trầm cảm, rối loạn lưỡng cực, tăng động giảm chú ý (ADHD), sang chấn tâm lý phức tạp (C/PTSD), rối loạn nhân cách ranh giới, nghiện, khủng hoảng tuổi trung niên, căng thẳng công việc (burnout), và các vấn đề mất kết nối trong quan hệ gia đình, mâu thuẫn đa thế hệ. Cô cũng có kinh nghiệm hỗ trợ người đối diện với các thử thách tâm lý trong môi trường đa ngôn ngữ và đa văn hóa.
Với nền tảng học tập và làm việc trong môi trường quốc tế, Thạc sĩ Trần Cẩm Thuỳ là nhà tâm lý lâm sàng có kỹ năng đa ngôn ngữ (Việt, Anh, Pháp, Tây Ban Nha) và có khả năng làm việc hiệu quả với các đối tượng đa dạng và hiểu biết sâu sắc về văn hóa đa quốc gia. Cô đã từng làm việc với các khách hàng, bệnh nhân, thân chủ trong các bệnh viện, nhà tù, tổ chức phi chính phủ ở Vương quốc Bỉ, Cộng hoà Séc, Cuba. Ngoài ra, cô đã tham gia vào nhiều dự án về bình đẳng giới và hỗ trợ phụ nữ, trẻ em, và nạn nhân bạo hành tại các tổ chức phi chính phủ ở Bỉ và Tây Ban Nha.
Hiện tại, Thạc sĩ Trần Cẩm Thuỳ đang công tác tại Khoa Khám Bệnh và Nội khoa - Bệnh viện ĐKQT Vinmec Central Park, đảm nhận vai trò Chuyên gia Tâm lý và Trưởng nhóm Đơn vị Chăm sóc Sức khỏe Tinh thần Tích hợp.",,"2019 - 2022: Thạc sĩ chuyên ngành Tâm lý học Lâm sàng và Tâm bệnh học, Đại học Tự do Brussels, Vương quốc Bỉ
Đề tài tốt nghiệp: Kiệt sức trong quá trình làm cha mẹ (parenting burnout) ở các đối tượng người lớn có tăng động giảm chú ý (ADHD)
2004 - 2009: Cử nhân Tâm lý học (hệ 5 năm), Đại học La Habana, Cuba. Tốt nghiệp loại xuất sắc (Magna Cum laude)",Bệnh viện ĐKQT Vinmec Central Park,1700000,1700000
Hứa Thị Mỹ Trang,"Thạc sĩ, Bác sĩ","Bác sĩ Hứa Thị Mỹ Trang đã có hơn 25 năm kinh nghiệm trong lĩnh vực Nhi khoa. Bác sĩ Trang tốt nghiệp Thạc sĩ chuyên ngành Nhi khoa tại Đại học Y dược TP. Hồ Chí Minh vào năm 2004.
Bác sĩ Trang từng là Phó Trưởng khoa Bệnh viện Nhân dân Gia Định.
Hiện nay, bác sĩ Trang đang là bác sĩ part-time tại khoa Nhi - Sơ sinh, Bệnh viện Đa khoa Quốc tế Vinmec Central Park.",Nhi,"1988 - 1994: Học Bác sĩ Đa khoa tại Đại học Y dược TP Hồ Chí Minh
2002 - 2004: Học Thạc sĩ Nhi tại Đại học Y dược TP Hồ Chí Minh.",Bệnh viện ĐKQT Vinmec Central Park,1200000,1200000
